node_id,deg_in,deg_out,deg_total
293915,6,0,6
293916,21,2,23
293917,28,2,30
293918,14,20,34
293919,21,1,22
293920,22,42,64
293921,15,2,17
293922,13,1,14
293923,15,6,21
293924,18,0,18
293925,1,1,2
293926,1,1,2
293927,7,2,9
293928,3,31,34
293929,1,1,2
293930,1,1,2
293931,13,1,14
293932,16,9,25
293933,3,0,3
293934,3,1,4
293935,8,1,9
293936,22,2,24
293937,15,0,15
293938,1,1,2
293939,1,1,2
293940,0,1,1
293941,12,1,13
293942,0,2,2
293943,8,1,9
293944,2,2,4
293945,8,1,9
293946,18,38,56
293947,11,1,12
293948,1,1,2
293949,26,10,36
293950,7,1,8
293951,3,2,5
293952,14,1,15
293953,0,1,1
293954,5,1,6
293955,18,3,21
293956,2,2,4
293957,8,0,8
293958,6,2,8
293959,21,9,30
293960,5,2,7
293961,2,2,4
293962,2,2,4
293963,3,2,5
293964,3,4,7
293965,9,10,19
293966,10,1,11
293967,14,2,16
293968,20,3,23
293969,19,0,19
293970,16,0,16
293971,29,1,30
293972,12,37,49
293973,1,1,2
293974,13,0,13
293975,13,13,26
293976,1,1,2
293977,1,1,2
293978,12,2,14
293979,14,1,15
293980,6,29,35
293981,16,1,17
293982,1,1,2
293983,17,13,30
293984,24,3,27
293985,16,1,17
293986,11,3,14
293987,1,2,3
293988,5,3,8
293989,2,4,6
293990,17,2,19
293991,19,20,39
293992,15,1,16
293993,21,1,22
293994,1,1,2
293995,9,1,10
293996,10,1,11
293997,7,1,8
293998,1,1,2
293999,6,1,7
294000,16,0,16
294001,13,5,18
294002,16,2,18
294003,15,30,45
294004,15,1,16
294005,21,29,50
294006,13,1,14
294007,2,18,20
294008,2,1,3
294009,11,1,12
294010,1,1,2
294011,19,2,21
294012,18,1,19
294013,10,1,11
294014,2,14,16
294015,12,18,30
294016,20,0,20
294017,17,1,18
294018,19,1,20
294019,3,5,8
294020,2,2,4
294021,0,1,1
294022,3,3,6
294023,16,2,18
294024,5,1,6
294025,1,1,2
294026,7,2,9
294027,2,1,3
294028,16,12,28
294029,16,0,16
294030,5,1,6
294031,11,1,12
294032,6,0,6
294033,0,2,2
294034,12,3,15
294035,1,10,11
294036,11,1,12
294037,2,2,4
294038,18,2,20
294039,12,2,14
294040,2,3,5
294041,10,1,11
294042,10,2,12
294043,0,1,1
294044,3,2,5
294045,2,2,4
294046,1,1,2
294047,11,15,26
294048,14,3,17
294049,2,2,4
294050,18,2,20
294051,20,1,21
294052,13,1,14
294053,39,62,101
294054,9,1,10
294055,15,1,16
294056,18,2,20
294057,2,2,4
294058,10,3,13
294059,9,2,11
294060,2,1,3
294061,14,2,16
294062,4,0,4
294063,17,9,26
294064,2,3,5
294065,2,2,4
294066,2,2,4
294067,11,2,13
294068,6,7,13
294069,1,1,2
294070,12,2,14
294071,18,1,19
294072,1,1,2
294073,2,3,5
294074,16,14,30
294075,15,1,16
294076,6,1,7
294077,2,2,4
294078,21,1,22
294079,21,1,22
294080,9,9,18
294081,3,2,5
294082,2,4,6
294083,3,2,5
294084,16,38,54
294085,10,1,11
294086,14,11,25
294087,21,13,34
294088,18,0,18
294089,1,9,10
294090,14,1,15
294091,6,7,13
294092,15,4,19
294093,9,0,9
294094,16,2,18
294095,9,9,18
294096,14,0,14
294097,15,3,18
294098,11,1,12
294099,7,2,9
294100,20,13,33
294101,13,0,13
294102,2,1,3
294103,16,0,16
294104,2,3,5
294105,4,1,5
294106,16,0,16
294107,1,2,3
294108,1,1,2
294109,1,1,2
294110,1,1,2
294111,1,2,3
294112,2,2,4
294113,2,2,4
294114,2,12,14
294115,4,2,6
294116,12,6,18
294117,11,1,12
294118,16,27,43
294119,19,0,19
294120,6,1,7
294121,1,1,2
294122,15,17,32
294123,8,3,11
294124,3,3,6
294125,20,0,20
294126,18,2,20
294127,10,2,12
294128,13,1,14
294129,2,1,3
294130,12,1,13
294131,2,2,4
294132,8,2,10
294133,9,1,10
294134,2,1,3
294135,13,2,15
294136,3,1,4
294137,19,1,20
294138,12,2,14
294139,13,1,14
294140,14,1,15
294141,1,1,2
294142,3,2,5
294143,12,0,12
294144,0,2,2
294145,2,1,3
294146,2,2,4
294147,3,2,5
294148,3,25,28
294149,1,1,2
294150,2,2,4
294151,2,2,4
294152,16,25,41
294153,14,0,14
294154,1,1,2
294155,0,12,12
294156,11,1,12
294157,1,1,2
294158,4,1,5
294159,16,1,17
294160,2,2,4
294161,18,37,55
294162,20,0,20
294163,1,1,2
294164,3,3,6
294165,1,2,3
294166,16,1,17
294167,12,19,31
294168,9,1,10
294169,7,1,8
294170,5,8,13
294171,9,1,10
294172,9,1,10
294173,6,8,14
294174,17,1,18
294175,3,2,5
294176,3,2,5
294177,1,1,2
294178,2,1,3
294179,2,2,4
294180,3,1,4
294181,10,0,10
294182,16,2,18
294183,1,1,2
294184,10,32,42
294185,4,2,6
294186,0,1,1
294187,2,2,4
294188,11,1,12
294189,16,1,17
294190,1,10,11
294191,25,1,26
294192,4,2,6
294193,16,1,17
294194,5,12,17
294195,16,1,17
294196,18,2,20
294197,13,10,23
294198,12,1,13
294199,32,12,44
294200,1,1,2
294201,16,2,18
294202,7,1,8
294203,15,1,16
294204,15,22,37
294205,22,0,22
294206,1,1,2
294207,13,1,14
294208,13,1,14
294209,14,0,14
294210,1,1,2
294211,1,1,2
294212,3,2,5
294213,1,1,2
294214,24,2,26
294215,2,2,4
294216,2,3,5
294217,9,0,9
294218,12,12,24
294219,3,1,4
294220,1,2,3
294221,10,1,11
294222,15,1,16
294223,3,9,12
294224,5,2,7
294225,2,14,16
294226,16,1,17
294227,21,5,26
294228,2,3,5
294229,10,1,11
294230,18,2,20
294231,21,24,45
294232,28,2,30
294233,17,1,18
294234,2,2,4
294235,29,1,30
294236,10,2,12
294237,15,2,17
294238,15,1,16
294239,18,2,20
294240,3,5,8
294241,18,1,19
294242,1,2,3
294243,10,0,10
294244,1,1,2
294245,9,1,10
294246,2,2,4
294247,12,2,14
294248,17,1,18
294249,33,2,35
294250,2,1,3
294251,10,2,12
294252,0,1,1
294253,26,1,27
294254,2,3,5
294255,20,2,22
294256,10,0,10
294257,1,1,2
294258,2,3,5
294259,15,1,16
294260,2,2,4
294261,15,1,16
294262,16,5,21
294263,9,3,12
294264,1,4,5
294265,14,0,14
294266,27,2,29
294267,24,1,25
294268,12,2,14
294269,1,7,8
294270,10,1,11
294271,12,2,14
294272,2,2,4
294273,13,35,48
294274,29,1,30
294275,1,1,2
294276,1,1,2
294277,17,8,25
294278,12,2,14
294279,1,1,2
294280,1,1,2
294281,16,0,16
294282,13,2,15
294283,15,1,16
294284,15,1,16
294285,1,1,2
294286,12,2,14
294287,13,0,13
294288,11,1,12
294289,2,2,4
294290,21,1,22
294291,1,1,2
294292,22,34,56
294293,20,0,20
294294,22,2,24
294295,1,1,2
294296,2,10,12
294297,19,0,19
294298,27,1,28
294299,18,0,18
294300,1,1,2
294301,1,13,14
294302,2,2,4
294303,3,2,5
294304,4,2,6
294305,11,1,12
294306,5,12,17
294307,15,1,16
294308,1,1,2
294309,0,1,1
294310,1,2,3
294311,8,9,17
294312,10,1,11
294313,1,1,2
294314,6,1,7
294315,8,10,18
294316,12,2,14
294317,13,2,15
294318,18,14,32
294319,13,98,111
294320,1,1,2
294321,2,14,16
294322,20,22,42
294323,1,1,2
294324,3,2,5
294325,11,2,13
294326,1,15,16
294327,4,12,16
294328,24,106,130
294329,0,2,2
294330,2,1,3
294331,21,45,66
294332,0,1,1
294333,1,26,27
294334,15,27,42
294335,23,32,55
294336,16,51,67
294337,1,1,2
294338,1,4,5
294339,3,9,12
294340,13,65,78
294341,0,1,1
294342,2,5,7
294343,2,2,4
294344,12,41,53
294345,0,2,2
294346,6,2,8
294347,8,3,11
294348,16,21,37
294349,8,1,9
294350,1,11,12
294351,8,2,10
294352,1,1,2
294353,1,1,2
294354,2,4,6
294355,1,1,2
294356,9,10,19
294357,0,2,2
294358,9,27,36
294359,21,51,72
294360,13,13,26
294361,1,2,3
294362,25,23,48
294363,22,37,59
294364,13,37,50
294365,1,14,15
294366,17,41,58
294367,17,32,49
294368,34,48,82
294369,2,3,5
294370,1,1,2
294371,1,1,2
294372,2,2,4
294373,9,2,11
294374,1,3,4
294375,2,20,22
294376,20,23,43
294377,1,1,2
294378,2,4,6
294379,1,14,15
294380,1,31,32
294381,0,2,2
294382,27,1,28
294383,0,2,2
294384,3,14,17
294385,9,5,14
294386,17,52,69
294387,13,31,44
294388,10,5,15
294389,1,31,32
294390,29,9,38
294391,11,2,13
294392,1,1,2
294393,2,2,4
294394,2,5,7
294395,1,2,3
294396,2,17,19
294397,17,26,43
294398,2,13,15
294399,62,24,86
294400,0,1,1
294401,0,2,2
294402,0,1,1
294403,1,2,3
294404,1,1,2
294405,0,1,1
294406,0,1,1
294407,1,1,2
294408,2,2,4
294409,1,25,26
294410,1,2,3
294411,1,2,3
294412,1,2,3
294413,0,1,1
294414,0,1,1
294415,1,2,3
294416,1,1,2
294417,1,5,6
294418,2,2,4
294419,2,3,5
294420,2,4,6
294421,1,2,3
294422,1,2,3
294423,1,2,3
294424,2,3,5
294425,3,3,6
294426,1,2,3
294427,2,4,6
294428,1,2,3
294429,1,2,3
294430,2,2,4
294431,2,2,4
294432,2,2,4
294433,15,26,41
294434,1,1,2
294435,1,1,2
294436,3,2,5
294437,17,72,89
294438,1,1,2
294439,1,24,25
294440,0,18,18
294441,12,14,26
294442,1,1,2
294443,2,1,3
294444,1,2,3
294445,29,62,91
294446,1,1,2
294447,1,1,2
294448,2,1,3
294449,1,1,2
294450,24,58,82
294451,11,0,11
294452,22,12,34
294453,2,10,12
294454,2,5,7
294455,1,33,34
294456,15,52,67
294457,21,9,30
294458,17,39,56
294459,13,4,17
294460,19,35,54
294461,1,1,2
294462,18,20,38
294463,2,1,3
294464,3,13,16
294465,5,2,7
294466,10,56,66
294467,18,17,35
294468,21,37,58
294469,9,12,21
294470,8,2,10
294471,4,2,6
294472,6,24,30
294473,1,1,2
294474,3,2,5
294475,1,1,2
294476,14,22,36
294477,9,0,9
294478,1,1,2
294479,6,10,16
294480,2,27,29
294481,17,17,34
294482,0,2,2
294483,1,3,4
294484,1,3,4
294485,2,15,17
294486,2,2,4
294487,5,34,39
294488,21,62,83
294489,1,12,13
294490,14,45,59
294491,1,2,3
294492,10,25,35
294493,12,25,37
294494,1,13,14
294495,24,18,42
294496,1,1,2
294497,10,23,33
294498,17,65,82
294499,12,37,49
294500,2,2,4
294501,2,2,4
294502,2,41,43
294503,20,9,29
294504,15,3,18
294505,2,3,5
294506,22,16,38
294507,1,3,4
294508,16,38,54
294509,15,92,107
294510,10,6,16
294511,18,58,76
294512,25,39,64
294513,9,27,36
294514,1,1,2
294515,13,9,22
294516,10,13,23
294517,14,36,50
294518,10,34,44
294519,3,1,4
294520,3,21,24
294521,1,1,2
294522,13,52,65
294523,8,8,16
294524,0,1,1
294525,9,0,9
294526,11,14,25
294527,19,2,21
294528,12,14,26
294529,1,1,2
294530,2,1,3
294531,13,0,13
294532,2,2,4
294533,11,99,110
294534,22,17,39
294535,2,1,3
294536,3,25,28
294537,15,21,36
294538,9,23,32
294539,1,13,14
294540,13,11,24
294541,1,1,2
294542,15,33,48
294543,12,32,44
294544,1,1,2
294545,20,18,38
294546,1,4,5
294547,0,2,2
294548,17,17,34
294549,11,9,20
294550,2,4,6
294551,12,44,56
294552,10,12,22
294553,9,3,12
294554,21,5,26
294555,4,1,5
294556,11,10,21
294557,5,13,18
294558,19,16,35
294559,14,7,21
294560,14,11,25
294561,1,1,2
294562,14,21,35
294563,11,8,19
294564,13,2,15
294565,12,31,43
294566,14,8,22
294567,1,2,3
294568,1,1,2
294569,1,1,2
294570,17,2,19
294571,10,1,11
294572,11,18,29
294573,11,3,14
294574,21,27,48
294575,21,16,37
294576,14,2,16
294577,3,2,5
294578,10,3,13
294579,0,9,9
294580,2,14,16
294581,27,24,51
294582,14,21,35
294583,2,2,4
294584,13,22,35
294585,17,2,19
294586,1,1,2
294587,17,40,57
294588,1,1,2
294589,0,1,1
294590,4,3,7
294591,6,2,8
294592,2,10,12
294593,18,2,20
294594,25,5,30
294595,1,1,2
294596,15,2,17
294597,19,3,22
294598,2,4,6
294599,2,2,4
294600,16,44,60
294601,3,4,7
294602,1,1,2
294603,21,5,26
294604,12,28,40
294605,14,4,18
294606,3,2,5
294607,5,8,13
294608,19,6,25
294609,2,11,13
294610,14,31,45
294611,14,24,38
294612,1,2,3
294613,21,8,29
294614,13,5,18
294615,1,1,2
294616,0,1,1
294617,2,1,3
294618,25,1,26
294619,9,33,42
294620,25,18,43
294621,0,8,8
294622,9,12,21
294623,17,22,39
294624,12,8,20
294625,18,5,23
294626,21,23,44
294627,11,38,49
294628,1,2,3
294629,2,3,5
294630,9,2,11
294631,16,25,41
294632,3,15,18
294633,17,3,20
294634,1,1,2
294635,2,3,5
294636,1,1,2
294637,1,2,3
294638,9,1,10
294639,2,1,3
294640,11,23,34
294641,1,1,2
294642,1,1,2
294643,18,38,56
294644,17,12,29
294645,1,13,14
294646,15,1,16
294647,4,2,6
294648,1,1,2
294649,2,22,24
294650,1,1,2
294651,1,3,4
294652,14,14,28
294653,1,1,2
294654,2,1,3
294655,4,18,22
294656,1,1,2
294657,14,19,33
294658,15,126,141
294659,1,12,13
294660,16,8,24
294661,0,1,1
294662,26,29,55
294663,1,3,4
294664,21,1,22
294665,0,2,2
294666,2,0,2
294667,16,0,16
294668,1,2,3
294669,1,2,3
294670,15,34,49
294671,22,39,61
294672,11,17,28
294673,21,11,32
294674,2,2,4
294675,16,21,37
294676,2,1,3
294677,1,1,2
294678,21,1,22
294679,13,39,52
294680,8,1,9
294681,31,31,62
294682,1,1,2
294683,15,13,28
294684,8,29,37
294685,1,1,2
294686,19,1,20
294687,1,13,14
294688,21,14,35
294689,11,3,14
294690,14,22,36
294691,8,2,10
294692,1,2,3
294693,29,3,32
294694,8,13,21
294695,21,0,21
294696,5,8,13
294697,15,27,42
294698,18,2,20
294699,2,2,4
294700,12,12,24
294701,1,1,2
294702,1,1,2
294703,19,20,39
294704,2,17,19
294705,11,26,37
294706,18,18,36
294707,27,29,56
294708,2,3,5
294709,3,21,24
294710,2,2,4
294711,13,3,16
294712,13,29,42
294713,12,13,25
294714,19,42,61
294715,12,22,34
294716,1,1,2
294717,16,3,19
294718,1,2,3
294719,13,17,30
294720,2,3,5
294721,1,1,2
294722,17,1,18
294723,1,2,3
294724,0,20,20
294725,1,1,2
294726,0,12,12
294727,6,31,37
294728,1,1,2
294729,3,5,8
294730,1,1,2
294731,8,8,16
294732,10,0,10
294733,0,1,1
294734,13,1,14
294735,36,12,48
294736,1,1,2
294737,1,1,2
294738,12,4,16
294739,1,2,3
294740,17,1,18
294741,3,2,5
294742,1,2,3
294743,22,25,47
294744,14,3,17
294745,1,1,2
294746,11,9,20
294747,1,1,2
294748,1,12,13
294749,8,2,10
294750,6,1,7
294751,22,7,29
294752,26,5,31
294753,14,13,27
294754,13,27,40
294755,3,3,6
294756,2,2,4
294757,3,3,6
294758,11,9,20
294759,2,2,4
294760,1,32,33
294761,17,32,49
294762,1,2,3
294763,2,3,5
294764,18,2,20
294765,1,1,2
294766,1,1,2
294767,1,1,2
294768,3,2,5
294769,8,0,8
294770,3,2,5
294771,22,25,47
294772,7,17,24
294773,1,1,2
294774,29,11,40
294775,11,15,26
294776,16,11,27
294777,9,6,15
294778,17,3,20
294779,20,32,52
294780,1,1,2
294781,16,2,18
294782,14,13,27
294783,2,2,4
294784,1,1,2
294785,25,35,60
294786,4,3,7
294787,10,12,22
294788,17,4,21
294789,28,11,39
294790,19,14,33
294791,10,34,44
294792,16,9,25
294793,11,3,14
294794,15,33,48
294795,17,41,58
294796,0,1,1
294797,9,1,10
294798,16,17,33
294799,9,2,11
294800,1,1,2
294801,12,6,18
294802,18,13,31
294803,10,1,11
294804,9,25,34
294805,1,27,28
294806,1,1,2
294807,5,25,30
294808,12,20,32
294809,19,13,32
294810,1,1,2
294811,9,1,10
294812,0,1,1
294813,2,5,7
294814,20,2,22
294815,2,1,3
294816,15,14,29
294817,1,1,2
294818,14,2,16
294819,1,2,3
294820,4,20,24
294821,29,0,29
294822,8,4,12
294823,19,1,20
294824,2,10,12
294825,22,29,51
294826,1,1,2
294827,1,1,2
294828,2,2,4
294829,22,30,52
294830,6,1,7
294831,22,3,25
294832,11,9,20
294833,1,1,2
294834,11,1,12
294835,1,1,2
294836,1,1,2
294837,3,4,7
294838,0,27,27
294839,21,15,36
294840,3,10,13
294841,0,1,1
294842,8,28,36
294843,22,5,27
294844,8,47,55
294845,8,2,10
294846,4,2,6
294847,17,2,19
294848,0,1,1
294849,16,6,22
294850,37,1,38
294851,2,1,3
294852,34,28,62
294853,3,9,12
294854,17,4,21
294855,2,15,17
294856,19,33,52
294857,0,8,8
294858,10,1,11
294859,7,1,8
294860,6,13,19
294861,30,4,34
294862,1,9,10
294863,10,1,11
294864,13,6,19
294865,1,1,2
294866,22,2,24
294867,21,2,23
294868,14,2,16
294869,6,9,15
294870,11,46,57
294871,20,6,26
294872,2,6,8
294873,35,14,49
294874,1,2,3
294875,14,21,35
294876,2,3,5
294877,16,2,18
294878,1,1,2
294879,1,2,3
294880,40,54,94
294881,2,10,12
294882,20,2,22
294883,0,1,1
294884,2,2,4
294885,21,2,23
294886,21,12,33
294887,10,17,27
294888,1,1,2
294889,5,2,7
294890,1,1,2
294891,1,1,2
294892,13,1,14
294893,22,35,57
294894,1,2,3
294895,25,34,59
294896,17,3,20
294897,1,1,2
294898,2,3,5
294899,1,2,3
294900,12,3,15
294901,1,1,2
294902,8,0,8
294903,1,1,2
294904,5,21,26
294905,12,4,16
294906,14,5,19
294907,8,2,10
294908,1,3,4
294909,16,10,26
294910,0,2,2
294911,2,9,11
294912,0,4,4
294913,4,0,4
294914,16,38,54
294915,16,2,18
294916,15,7,22
294917,10,1,11
294918,1,1,2
294919,16,9,25
294920,0,2,2
294921,28,9,37
294922,2,2,4
294923,14,1,15
294924,3,2,5
294925,1,1,2
294926,9,1,10
294927,27,13,40
294928,3,2,5
294929,13,2,15
294930,2,2,4
294931,7,1,8
294932,1,1,2
294933,12,14,26
294934,17,2,19
294935,2,2,4
294936,1,1,2
294937,6,7,13
294938,15,12,27
294939,14,0,14
294940,22,33,55
294941,17,25,42
294942,17,17,34
294943,25,50,75
294944,4,2,6
294945,10,1,11
294946,2,2,4
294947,22,15,37
294948,10,30,40
294949,23,14,37
294950,1,1,2
294951,18,2,20
294952,0,12,12
294953,4,6,10
294954,25,21,46
294955,17,2,19
294956,15,10,25
294957,29,18,47
294958,15,19,34
294959,1,1,2
294960,1,1,2
294961,2,4,6
294962,15,38,53
294963,2,2,4
294964,5,2,7
294965,2,2,4
294966,19,2,21
294967,16,8,24
294968,3,2,5
294969,2,2,4
294970,14,1,15
294971,2,2,4
294972,16,13,29
294973,1,1,2
294974,16,4,20
294975,11,46,57
294976,2,2,4
294977,3,2,5
294978,12,2,14
294979,16,5,21
294980,21,24,45
294981,7,61,68
294982,13,1,14
294983,1,2,3
294984,22,4,26
294985,12,32,44
294986,17,6,23
294987,0,1,1
294988,1,1,2
294989,1,2,3
294990,1,28,29
294991,23,60,83
294992,15,9,24
294993,1,1,2
294994,5,2,7
294995,11,3,14
294996,29,1,30
294997,35,1,36
294998,1,1,2
294999,22,1,23
295000,2,2,4
295001,21,9,30
295002,16,30,46
295003,32,18,50
295004,21,34,55
295005,1,1,2
295006,5,4,9
295007,2,2,4
295008,1,2,3
295009,2,2,4
295010,9,2,11
295011,11,17,28
295012,5,1,6
295013,2,1,3
295014,15,3,18
295015,7,10,17
295016,1,1,2
295017,12,7,19
295018,2,2,4
295019,13,22,35
295020,17,1,18
295021,1,13,14
295022,1,1,2
295023,1,1,2
295024,1,1,2
295025,6,24,30
295026,19,1,20
295027,11,50,61
295028,11,16,27
295029,9,6,15
295030,10,1,11
295031,1,1,2
295032,1,1,2
295033,3,2,5
295034,7,2,9
295035,1,1,2
295036,1,1,2
295037,19,14,33
295038,15,1,16
295039,25,26,51
295040,0,2,2
295041,2,15,17
295042,15,2,17
295043,2,2,4
295044,15,12,27
295045,21,9,30
295046,5,1,6
295047,15,1,16
295048,0,1,1
295049,1,1,2
295050,2,13,15
295051,18,0,18
295052,2,1,3
295053,12,8,20
295054,2,1,3
295055,1,1,2
295056,16,2,18
295057,1,1,2
295058,21,17,38
295059,2,2,4
295060,2,2,4
295061,14,1,15
295062,2,13,15
295063,4,14,18
295064,1,1,2
295065,1,1,2
295066,0,1,1
295067,3,2,5
295068,1,1,2
295069,1,1,2
295070,11,5,16
295071,21,27,48
295072,10,0,10
295073,17,46,63
295074,15,9,24
295075,15,2,17
295076,1,1,2
295077,10,8,18
295078,23,12,35
295079,13,1,14
295080,1,2,3
295081,1,1,2
295082,14,18,32
295083,1,1,2
295084,2,2,4
295085,1,1,2
295086,13,2,15
295087,13,37,50
295088,24,2,26
295089,13,17,30
295090,2,2,4
295091,13,2,15
295092,3,1,4
295093,1,1,2
295094,2,0,2
295095,25,1,26
295096,6,1,7
295097,3,46,49
295098,1,2,3
295099,2,2,4
295100,2,1,3
295101,12,20,32
295102,27,15,42
295103,1,1,2
295104,1,1,2
295105,18,2,20
295106,5,1,6
295107,15,33,48
295108,20,72,92
295109,1,1,2
295110,1,2,3
295111,7,1,8
295112,1,1,2
295113,17,1,18
295114,24,0,24
295115,15,19,34
295116,2,2,4
295117,0,1,1
295118,2,2,4
295119,4,3,7
295120,18,28,46
295121,1,1,2
295122,18,1,19
295123,1,2,3
295124,3,2,5
295125,10,1,11
295126,12,48,60
295127,12,9,21
295128,0,1,1
295129,4,15,19
295130,12,1,13
295131,13,11,24
295132,11,6,17
295133,2,2,4
295134,16,1,17
295135,1,1,2
295136,13,13,26
295137,3,2,5
295138,1,1,2
295139,1,9,10
295140,8,0,8
295141,13,24,37
295142,11,0,11
295143,1,1,2
295144,1,1,2
295145,4,19,23
295146,27,17,44
295147,1,1,2
295148,11,13,24
295149,9,36,45
295150,1,1,2
295151,19,19,38
295152,11,2,13
295153,2,3,5
295154,9,1,10
295155,13,1,14
295156,19,4,23
295157,5,2,7
295158,13,4,17
295159,19,13,32
295160,1,1,2
295161,0,1,1
295162,2,3,5
295163,13,1,14
295164,3,2,5
295165,22,33,55
295166,16,14,30
295167,10,1,11
295168,10,12,22
295169,16,0,16
295170,2,1,3
295171,2,1,3
295172,2,18,20
295173,12,2,14
295174,29,0,29
295175,1,1,2
295176,12,13,25
295177,8,24,32
295178,14,2,16
295179,16,8,24
295180,1,1,2
295181,2,3,5
295182,17,14,31
295183,0,6,6
295184,0,2,2
295185,1,2,3
295186,4,1,5
295187,11,21,32
295188,1,1,2
295189,18,2,20
295190,1,1,2
295191,1,2,3
295192,14,1,15
295193,1,1,2
295194,20,22,42
295195,11,13,24
295196,2,9,11
295197,18,50,68
295198,2,2,4
295199,2,3,5
295200,3,2,5
295201,21,46,67
295202,13,9,22
295203,1,14,15
295204,19,4,23
295205,1,1,2
295206,4,15,19
295207,27,9,36
295208,16,1,17
295209,11,4,15
295210,4,9,13
295211,16,8,24
295212,4,2,6
295213,3,1,4
295214,21,5,26
295215,1,13,14
295216,0,4,4
295217,4,0,4
295218,14,3,17
295219,20,12,32
295220,2,23,25
295221,21,1,22
295222,21,5,26
295223,6,13,19
295224,0,1,1
295225,1,1,2
295226,1,1,2
295227,12,22,34
295228,1,1,2
295229,10,2,12
295230,1,1,2
295231,10,1,11
295232,13,2,15
295233,0,1,1
295234,13,1,14
295235,2,2,4
295236,1,1,2
295237,11,1,12
295238,2,1,3
295239,2,4,6
295240,12,3,15
295241,11,38,49
295242,1,1,2
295243,16,4,20
295244,17,13,30
295245,2,1,3
295246,5,1,6
295247,2,1,3
295248,1,1,2
295249,2,2,4
295250,1,1,2
295251,14,1,15
295252,7,19,26
295253,22,31,53
295254,0,2,2
295255,1,2,3
295256,13,0,13
295257,26,2,28
295258,1,1,2
295259,21,1,22
295260,1,1,2
295261,2,22,24
295262,21,0,21
295263,2,3,5
295264,4,2,6
295265,2,2,4
295266,13,13,26
295267,17,7,24
295268,9,2,11
295269,3,2,5
295270,19,27,46
295271,2,2,4
295272,2,2,4
295273,0,2,2
295274,6,5,11
295275,13,2,15
295276,1,1,2
295277,3,2,5
295278,2,10,12
295279,9,1,10
295280,1,1,2
295281,15,10,25
295282,34,2,36
295283,6,18,24
295284,14,1,15
295285,19,8,27
295286,11,2,13
295287,3,1,4
295288,1,1,2
295289,11,53,64
295290,7,35,42
295291,10,2,12
295292,2,2,4
295293,1,3,4
295294,5,3,8
295295,17,27,44
295296,1,1,2
295297,5,2,7
295298,2,3,5
295299,0,1,1
295300,11,2,13
295301,3,2,5
295302,15,1,16
295303,16,20,36
295304,1,1,2
295305,11,10,21
295306,22,2,24
295307,1,1,2
295308,13,14,27
295309,19,2,21
295310,18,8,26
295311,0,1,1
295312,1,1,2
295313,0,1,1
295314,1,1,2
295315,0,3,3
295316,0,1,1
295317,1,1,2
295318,2,2,4
295319,1,2,3
295320,1,2,3
295321,2,2,4
295322,1,2,3
295323,2,2,4
295324,1,2,3
295325,1,2,3
295326,1,2,3
295327,2,2,4
295328,1,2,3
295329,1,2,3
295330,1,2,3
295331,8,1,9
295332,9,37,46
295333,2,2,4
295334,2,2,4
295335,31,49,80
295336,13,8,21
295337,3,1,4
295338,18,52,70
295339,10,2,12
295340,1,1,2
295341,17,2,19
295342,2,18,20
295343,25,1,26
295344,1,1,2
295345,13,23,36
295346,29,9,38
295347,14,1,15
295348,21,1,22
295349,23,9,32
295350,2,1,3
295351,2,1,3
295352,2,2,4
295353,8,14,22
295354,3,2,5
295355,1,1,2
295356,2,2,4
295357,2,1,3
295358,20,109,129
295359,17,1,18
295360,1,1,2
295361,1,1,2
295362,26,12,38
295363,11,1,12
295364,23,3,26
295365,0,1,1
295366,23,0,23
295367,12,2,14
295368,12,13,25
295369,12,5,17
295370,2,2,4
295371,14,10,24
295372,8,0,8
295373,14,2,16
295374,12,5,17
295375,1,17,18
295376,22,2,24
295377,5,1,6
295378,1,9,10
295379,13,0,13
295380,4,3,7
295381,1,2,3
295382,8,1,9
295383,10,4,14
295384,3,3,6
295385,17,38,55
295386,21,1,22
295387,9,8,17
295388,12,12,24
295389,11,1,12
295390,21,31,52
295391,8,8,16
295392,16,0,16
295393,3,1,4
295394,2,2,4
295395,16,1,17
295396,1,1,2
295397,4,2,6
295398,1,6,7
295399,0,1,1
295400,2,2,4
295401,15,2,17
295402,1,1,2
295403,1,1,2
295404,1,1,2
295405,1,1,2
295406,0,1,1
295407,3,17,20
295408,16,2,18
295409,10,2,12
295410,16,5,21
295411,1,1,2
295412,1,1,2
295413,1,1,2
295414,3,26,29
295415,15,18,33
295416,16,1,17
295417,1,1,2
295418,16,9,25
295419,2,1,3
295420,5,1,6
295421,17,1,18
295422,26,2,28
295423,1,1,2
295424,16,2,18
295425,17,2,19
295426,8,3,11
295427,12,4,16
295428,17,1,18
295429,11,2,13
295430,11,1,12
295431,1,1,2
295432,9,1,10
295433,1,22,23
295434,9,0,9
295435,1,13,14
295436,10,23,33
295437,1,1,2
295438,16,85,101
295439,15,9,24
295440,19,1,20
295441,1,2,3
295442,2,3,5
295443,22,2,24
295444,1,9,10
295445,0,1,1
295446,1,2,3
295447,1,1,2
295448,8,3,11
295449,2,3,5
295450,4,2,6
295451,1,2,3
295452,8,1,9
295453,29,13,42
295454,9,19,28
295455,2,3,5
295456,16,13,29
295457,14,0,14
295458,2,2,4
295459,29,37,66
295460,3,1,4
295461,8,0,8
295462,2,1,3
295463,1,1,2
295464,1,1,2
295465,2,2,4
295466,1,1,2
295467,16,1,17
